日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1150326","6278","台表科","947563","91220178","97.30","97.50","95.50","96.00","-1.0000","989"
"1150326","6281","全國電","73458","4267438","57.80","58.40","57.70","58.10","0.3000","150"
"1150326","6282","康舒","36787263","1873669493","49.10","52.50","48.95","49.40","1.5000","23030"
"1150326","6283","淳安","82030","1681203","20.55","20.65","20.40","20.60","0.0500","46"
"1150326","6285","啟碁","37200389","6760786478","183.00","190.00","172.00","172.00","-8.0000","41594"
"1150326","6405","悅城","1459148","46586068","30.35","32.75","30.05","31.60","1.2500","970"
"1150326","6409","旭隼","476367","357660055","758.00","768.00","740.00","740.00","-18.0000","1336"
"1150326","6412","群電","628457","48846004","77.90","78.60","77.20","77.30","0.1000","721"
"1150326","6414","樺漢","501980","134506545","267.50","271.00","265.50","266.00","-3.0000","828"
"1150326","6415","矽力*-KY","8892021","2718540254","296.50","320.00","294.50","296.00","0.0000","10055"
"1150326","6416","瑞祺電通","112746","8998317","80.50","80.90","78.90","78.90","-1.1000","584"
"1150326","6426","統新","274770","40937559","151.00","155.50","144.50","144.50","-9.0000","461"
"1150326","6431","光麗-KY","409580","9063899","20.80","22.65","20.70","22.65","2.0500","277"
"1150326","6438","迅得","4716765","835150279","182.00","182.50","172.50","172.50","-7.0000","7934"
"1150326","6442","光聖","4949952","10709047380","2085.00","2270.00","2070.00","2080.00","-45.0000","14344"
"1150326","6443","元晶","71890241","3372415074","46.70","48.20","45.35","46.30","0.3500","38318"
"1150326","6446","藥華藥","1207050","785276016","657.00","662.00","643.00","643.00","3.0000","2945"
"1150326","6449","鈺邦","297107","46997506","160.00","162.00","154.50","154.50","-4.0000","1523"
"1150326","6451","訊芯-KY","3686343","1241626972","319.00","350.50","319.00","332.00","13.0000","3891"
"1150326","6456","GIS-KY","6714175","416540333","61.40","63.60","60.50","60.50","0.1000","4714"
"1150326","6464","台數科","4006","308856","77.70","77.70","76.70","76.70","0.3000","6"
"1150326","6472","保瑞","464854","213109099","463.00","465.50","455.00","455.00","-6.0000","1679"
"1150326","6477","安集","603225","21407162","35.75","36.45","34.85","34.85","-0.4500","803"
"1150326","6491","晶碩","250946","69711469","281.00","281.00","276.50","278.50","0.0000","465"
"1150326","6504","南六","33358","1340330","40.10","40.85","40.00","40.00","-0.0500","40"
"1150326","6505","台塑化","19227069","1079220943","54.80","57.50","54.60","55.70","1.2000","9947"
"1150326","6515","穎崴","150179","1223737115","8450.00","8550.00","7905.00","8145.00","-305.0000","4725"
"1150326","6525","捷敏-KY","204922","17111349","82.80","84.20","82.60","82.80","0.2000","240"
"1150326","6526","達發","398186","201266325","502.00","516.00","496.00","496.00","-5.0000","1030"
"1150326","6531","愛普*","4351415","2263020019","514.00","531.00","509.00","509.00","-2.0000","5288"
"1150326","6533","晶心科","460356","86269177","193.50","193.50","184.00","184.00","-4.5000","932"
"1150326","6534","正瀚-創","158554","14098851","89.40","90.00","88.00","88.00","0.0000","142"
"1150326","6541","泰福-KY","373925","15598723","42.35","42.35","41.45","41.55","-0.4000","312"
"1150326","6550","北極星藥業-KY","1059467","21339872","20.50","20.80","19.90","19.90","-0.6000","553"
"1150326","6552","易華電","106208","2900674","27.70","27.80","26.95","26.95","-0.6500","116"
"1150326","6558","興能高","635291","19233254","30.25","31.30","29.40","29.40","-0.4000","824"
"1150326","6573","虹揚-KY","106026","1431606","13.90","13.90","13.30","13.30","-0.3500","67"
"1150326","6579","研揚","99606","11447706","115.50","115.50","114.50","115.50","0.0000","433"
"1150326","6581","鋼聯","27057","3005528","111.00","112.00","110.50","111.50","0.5000","42"
"1150326","6582","申豐","89323","2873500","32.15","32.55","31.75","32.45","0.5500","74"
"1150326","6585","鼎基","1150526","116132799","93.40","102.50","93.40","102.00","8.8000","1625"
"1150326","6589","台康生技","424513","24453755","59.50","59.50","56.80","56.90","-1.5000","425"
"1150326","6591","動力-KY","184662","11678205","63.50","63.80","62.60","63.10","0.0000","906"
"1150326","6592","和潤企業","3189749","207521174","65.20","66.10","64.10","64.60","-0.1000","1039"
"1150326","6592A","和潤企業甲特","388","37636","","","","","0.0000","3"
"1150326","6592B","和潤企業乙特","4384","428862","97.90","98.00","97.80","97.80","0.4000","7"
"1150326","6598","ABC-KY","233561","5549684","24.00","24.00","23.55","23.55","-0.6000","359"
"1150326","6605","帝寶","250425","34542782","139.50","139.50","137.00","138.00","-1.5000","336"
"1150326","6606","建德工業","65062","1565268","24.20","24.25","24.00","24.10","0.0500","28"
"1150326","6614","資拓宏宇","35588","1518116","42.95","43.15","42.50","42.50","-0.4500","43"
"1150326","6625","必應","167403","12927737","77.10","77.80","76.80","76.80","-0.3000","251"
"1150326","6641","基士德-KY","10106","195128","19.80","19.80","18.80","18.80","-0.3500","10"
"1150326","6645","金萬林-創","62123","860433","13.75","14.20","13.65","13.65","-0.1500","50"
"1150326","6655","科定","75","9364","","","","","0.0000","4"
"1150326","6657","華安","187943","8285432","44.60","45.00","43.80","43.80","-0.6500","194"
"1150326","6658","聯策","1157459","81845999","70.00","73.00","69.00","69.10","-0.4000","1129"
"1150326","6666","羅麗芬-KY","4606","190982","41.95","41.95","41.20","41.20","-0.3000","10"
"1150326","6668","中揚光","298991","10302046","34.30","35.10","34.00","34.40","0.7500","351"
"1150326","6669","緯穎","4830878","17165239180","3600.00","3645.00","3465.00","3465.00","-295.0000","61796"
"1150326","6670","復盛應用","325360","88539260","278.50","278.50","270.00","271.00","-6.5000","5308"
"1150326","6671","三能-KY","216849","6500143","31.45","31.45","29.50","29.50","-1.3000","128"
"1150326","6672","騰輝電子-KY","13693783","1840094140","132.50","140.00","130.00","130.50","2.5000","11565"
"1150326","6674","鋐寶科技","24500","443399","18.10","18.35","17.95","18.10","0.0000","24"
"1150326","6689","伊雲谷","1351552","111595100","83.80","84.50","80.90","80.90","-4.2000","1597"
"1150326","6691","洋基工程","1421962","853321263","618.00","618.00","590.00","590.00","-25.0000","3877"
"1150326","6695","芯鼎","292767","11877354","40.60","41.70","39.85","39.95","-0.4500","658"
"1150326","6698","旭暉應材","171744","5345383","31.20","31.80","30.70","30.85","-0.2500","276"
"1150326","6706","惠特","17866562","2402758802","132.50","139.50","129.50","132.00","1.0000","15154"
"1150326","6715","嘉基","474261","155610319","325.00","333.50","322.00","322.00","17.5000","475"
"1150326","6719","力智","395836","66973927","170.00","172.50","166.50","166.50","-3.0000","513"
"1150326","6722","輝創","57608","2335103","41.00","41.00","40.00","40.55","-0.2000","43"
"1150326","6742","澤米","117611","4871291","41.70","41.95","41.10","41.10","-0.2500","203"
"1150326","6743","安普新","69319","1640467","23.75","23.80","23.60","23.80","0.0500","89"
"1150326","6753","龍德造船","1139012","152446462","133.00","136.50","130.00","131.00","-1.0000","1181"
"1150326","6754","匯僑設計","7398","335544","45.70","45.70","45.00","45.10","-0.5000","24"
"1150326","6756","威鋒電子","173233","13172400","77.50","78.30","74.80","75.10","-1.0000","483"
"1150326","6757","台灣虎航","896863","48222592","55.20","55.20","53.20","53.30","-1.8000","2449"
"1150326","6768","志強-KY","189866","17334265","92.10","92.30","90.40","90.50","-1.0000","275"
"1150326","6770","力積電","289190595","18722999356","65.30","67.50","62.80","62.80","-2.2000","139041"
"1150326","6771","平和環保-創","25025","1102800","44.00","44.50","43.90","43.95","0.0000","21"
"1150326","6776","展碁國際","907348","55712873","62.70","63.00","60.20","60.20","-2.5000","857"
"1150326","6781","AES-KY","1633208","1835944405","1130.00","1175.00","1075.00","1075.00","-50.0000","4786"
"1150326","6782","視陽","327168","65112916","204.00","205.50","195.00","195.00","-8.5000","908"
"1150326","6789","采鈺","3455211","1157112476","334.00","344.00","324.50","325.00","-3.0000","4942"
"1150326","6790","永豐實","331319","13467835","40.30","40.75","40.30","40.65","0.4000","347"
"1150326","6792","詠業","148139","8614590","57.00","59.60","56.70","57.40","0.5000","125"
"1150326","6794","向榮生技","20096","1591269","81.00","81.00","78.20","79.20","-0.1000","28"
"1150326","6796","晉弘","53931","3915381","72.10","73.20","71.80","72.80","0.8000","61"
"1150326","6799","來頡","72565","5700267","79.00","80.00","77.70","77.80","-1.1000","187"
"1150326","6805","富世達","1881168","3705298550","1930.00","2045.00","1905.00","1905.00","0.0000","4374"
"1150326","6806","森崴能源","614477","24079909","39.50","39.85","38.80","38.95","-0.1500","720"
"1150326","6807","峰源-KY","3100","134140","43.10","43.60","43.10","43.20","0.1000","4"
"1150326","6830","汎銓","2349656","1109462417","469.00","474.00","459.50","474.00","43.0000","2961"
"1150326","6831","邁科","3012156","1170011251","388.00","399.00","374.50","390.00","27.0000","4523"
"1150326","6834","天二科技","173605","5333639","31.50","31.50","30.40","30.70","0.0000","133"
"1150326","6835","圓裕","362000","13992500","39.00","39.10","38.05","38.05","-0.7500","230"
"1150326","6838","台新藥","233122","6189325","26.50","27.00","26.05","26.55","0.3500","159"
"1150326","6854","錼創科技-KY創","2819898","442794761","159.50","164.00","152.50","152.50","0.5000","3155"
"1150326","6861","睿生光電","1119184","165793114","155.50","156.50","140.00","144.50","-5.5000","1157"
"1150326","6862","三集瑞-KY","353618","66975068","185.50","194.00","185.00","185.00","0.5000","982"
"1150326","6863","永道-KY","57552","5234624","90.80","92.00","90.00","90.00","-0.8000","94"
"1150326","6869","雲豹能源","447540","41231266","93.50","93.60","91.00","91.70","-1.1000","625"
"1150326","6873","泓德能源","924102","83676255","92.00","93.30","89.20","89.20","-2.5000","1186"
"1150326","6885","全福生技","168275","4029331","25.00","25.00","23.80","23.90","-0.1000","355"
"1150326","6887","寶綠特-KY","12000","518200","43.55","43.55","43.00","43.05","-0.5000","11"
"1150326","6890","來億-KY","537808","89919943","164.50","169.50","164.50","165.50","1.0000","612"
"1150326","6901","鑽石投資","320442","4509782","14.25","14.25","13.95","14.00","-0.0500","401"
"1150326","6902","GOGOLOOK","42163","3163464","76.40","76.40","74.70","75.50","-0.9000","377"
"1150326","6906","現觀科","25418","1739145","68.10","69.90","68.00","69.00","0.1000","36"
"1150326","6908","宏碁遊戲-創","281334","12823697","47.35","47.40","45.00","45.00","-3.1000","294"
"1150326","6909","創控","2213581","107067980","48.90","50.00","46.00","46.10","-1.9500","1965"
"1150326","6914","阜爾運通","183514","27994908","150.00","154.50","150.00","153.00","4.0000","310"
"1150326","6916","華凌","4020","73115","18.35","18.35","17.95","17.95","-0.4500","6"
"1150326","6918","愛派司","83071","7034198","84.60","85.00","84.30","85.00","0.8000","144"
"1150326","6919","康霈*","22833531","1988450184","92.50","92.60","83.90","85.60","-6.2000","20788"
"1150326","6921","嘉雨思-創","62100","4450400","71.40","74.20","70.20","70.40","-0.9000","40"
"1150326","6923","中台","109418","8559454","80.00","80.00","77.70","78.00","-2.4000","157"
"1150326","6924","榮惠-KY創","94554","7563027","73.80","81.10","73.80","80.60","6.8000","89"
"1150326","6928","攸泰科技","79172","3703733","46.45","47.60","46.20","46.60","0.5000","76"
"1150326","6931","青松健康","33445","1697068","51.30","51.30","50.60","50.60","-0.3000","69"
"1150326","6933","AMAX-KY","87056","11294060","131.00","133.50","127.50","128.00","1.0000","360"
"1150326","6934","心誠鎂","321137","23145416","74.90","74.90","70.00","71.70","-3.2000","281"
"1150326","6936","永鴻生技","19002","652368","34.35","34.40","34.30","34.40","0.1000","15"
"1150326","6937","天虹","871100","234648879","272.00","273.50","264.00","270.00","4.0000","1290"
"1150326","6944","兆聯實業","692247","541870208","803.00","803.00","775.00","777.00","-8.0000","2299"
"1150326","6949","沛爾生醫-創","178861","103207125","570.00","589.00","567.00","579.00","11.0000","533"
"1150326","6951","青新-創","32048","2546024","79.60","79.90","79.30","79.70","0.2000","52"
"1150326","6952","大武山","13040","512123","39.50","39.55","38.85","39.30","0.0000","12"
"1150326","6955","邦睿生技-創","5001","835165","167.50","167.50","166.00","166.00","0.0000","5"
"1150326","6957","裕慶-KY","52569","8453561","163.00","163.00","159.00","159.00","-4.0000","148"
"1150326","6958","日盛台駿","81248","1385416","17.25","17.25","16.90","17.20","0.0000","54"
"1150326","6958A","日盛台駿甲特","20020","369370","18.50","18.50","18.40","18.40","-0.1000","15"
"1150326","6962","奕力-KY","6071344","199648854","31.30","33.90","31.25","33.90","3.0500","3633"
"1150326","6965","中傑-KY","60726","5172694","84.20","86.00","84.20","85.10","0.9000","112"
"1150326","6969","成信實業*-創","152197","4270007","28.20","28.45","27.90","28.20","0.0500","75"
"1150326","6988","威力暘-創","23000","326900","14.30","14.30","14.15","14.15","0.0000","14"
"1150326","6994","富威電力","406532","30739035","77.10","77.10","74.20","74.20","-1.4000","388"
"1150326","7610","聯友金屬-創","1527848","567798506","378.00","386.00","364.00","368.00","-12.0000","2648"
"1150326","7631","聚賢研發-創","48114","5491937","111.00","117.50","110.50","116.50","1.0000","33"
"1150326","7705","三商餐飲","13244","467345","35.55","35.55","35.10","35.15","0.1500","45"
"1150326","7711","永擎","507298","144089421","292.50","292.50","278.00","280.00","4.0000","961"
"1150326","7721","微程式","486171","26829843","50.70","55.70","50.50","55.70","5.0000","296"
"1150326","7722","LINEPAY","90814","28983481","324.50","327.00","316.00","320.00","-4.5000","1050"
"1150326","7730","暉盛-創","133440","23036918","173.00","176.50","170.00","171.50","1.5000","232"
"1150326","7732","金興精密","2010","72292","36.00","36.00","35.95","35.95","0.0000","3"
"1150326","7736","虎山","36266","2943929","80.50","83.00","80.00","81.10","0.0000","44"
"1150326","7740","熙特爾-創","268068","50131618","198.00","198.00","183.00","185.00","-4.0000","509"
"1150326","7749","意騰-KY","114999","45459244","398.00","399.00","391.00","391.00","-4.5000","268"
"1150326","7750","新代","215724","280541930","1260.00","1330.00","1255.00","1290.00","25.0000","725"
"1150326","7765","中華資安","42155","9318778","222.00","223.00","220.50","221.00","-1.0000","110"
"1150326","7769","鴻勁","848658","3296168140","3935.00","3950.00","3825.00","3850.00","-15.0000","4281"
"1150326","7780","大研生醫*","1698498","33969960","20.00","20.00","20.00","20.00","1.8000","752"
"1150326","7786","東方風能","169997","22905134","139.00","139.00","132.00","132.00","-5.0000","354"
"1150326","7788","松川精密","805352","122382091","154.00","161.00","146.00","148.00","-6.0000","916"
"1150326","7791","皇家可口","33748","2262007","66.90","67.50","66.70","66.90","0.4000","100"
"1150326","7795","長廣","1864593","713926399","415.00","415.00","371.00","379.00","-33.0000","3572"
"1150326","7799","禾榮科","180727","70341520","393.00","393.00","388.00","388.00","-1.5000","550"
"1150326","7823","奧義賽博-KY創","28060","2319189","85.50","85.50","82.00","82.50","-3.3000","24"
"1150326","8011","台通","2305541","47560102","20.90","21.15","20.00","20.00","-0.8000","1228"
"1150326","8016","矽創","528622","105278091","198.50","201.00","196.50","199.50","2.5000","840"
"1150326","8021","尖點","16326308","4259978863","252.00","268.00","250.00","256.50","9.0000","20681"
"1150326","8028","昇陽半導體","28381506","5607531593","200.50","204.50","193.50","196.00","-3.5000","23085"
"1150326","8033","雷虎","2136482","312300008","148.00","150.00","142.50","142.50","-5.0000","2511"
"1150326","8039","台虹","7421894","847444807","116.50","118.00","111.00","111.00","-1.5000","6491"
"1150326","8045","達運光電","166751","12816968","76.10","78.30","75.00","76.40","1.3000","188"
"1150326","8046","南電","31163172","17869634397","550.00","593.00","544.00","569.00","29.0000","33836"
"1150326","8070","長華*","3182125","144519733","46.20","46.60","44.75","44.90","-0.8500","3886"
"1150326","8072","陞泰","98613","2694870","27.95","27.95","27.20","27.20","-0.4000","194"
"1150326","8081","致新","396369","93154706","239.00","239.00","232.50","233.00","-4.5000","494"
"1150326","8101","華冠","5827","81603","14.30","14.30","13.80","13.80","-0.0500","40"
"1150326","8103","瀚荃","1022537","85703860","86.30","86.70","82.30","82.30","-3.5000","1873"
"1150326","8104","錸寶","3049566","107956256","35.00","36.20","34.55","34.60","0.4000","2084"
"1150326","8105","凌巨","1053274","13658636","13.15","13.20","12.85","12.95","-0.1000","469"
"1150326","8110","華東","15320924","829142313","55.00","56.40","52.40","52.50","-2.3000","9967"
"1150326","8112","至上","11005359","902543388","83.40","85.50","79.50","79.50","-3.4000","10007"
"1150326","8112A","至上甲特","27224","1251808","46.00","46.00","45.90","46.00","0.0000","11"
"1150326","8114","振樺電","250207","44195433","178.00","178.00","175.50","175.50","-1.0000","325"
"1150326","8131","福懋科","17217885","1159497616","68.30","69.10","64.40","64.70","1.8000","11258"
"1150326","8150","南茂","7624594","455707744","59.30","60.90","58.50","58.50","-0.6000","5464"
"1150326","8162","微矽電子-創","120530","4831335","39.95","40.80","39.50","39.50","-0.2500","179"
"1150326","8163","達方","947291","27077508","28.35","29.10","28.20","28.50","0.3000","1049"
"1150326","8201","無敵","34721","456016","13.10","13.25","13.00","13.10","0.0000","41"
"1150326","8210","勤誠","2837335","2575391583","916.00","923.00","893.00","903.00","-1.0000","7660"
"1150326","8213","志超","1284938","42128491","32.90","33.20","32.60","32.70","0.1000","735"
"1150326","8215","明基材","2121656","49938736","24.20","24.40","23.00","23.00","-1.0000","1760"
"1150326","8222","寶一","285502","10503630","36.80","37.40","36.55","36.60","-0.5000","335"
"1150326","8249","菱光","716585","36545022","51.40","52.30","50.00","50.30","-0.1000","802"
"1150326","8261","富鼎","1669113","175288225","106.00","107.00","103.50","103.50","-1.0000","2152"
"1150326","8271","宇瞻","1225970","183684369","155.00","158.50","146.00","146.00","-14.0000","2106"
"1150326","8341","日友","120656","9259409","76.80","77.10","76.50","76.50","-0.3000","181"
"1150326","8367","建新國際","39206","1692471","43.00","43.30","43.00","43.25","0.0000","53"
"1150326","8374","羅昇","165953","11540187","71.10","71.30","68.60","68.60","-1.5000","198"
"1150326","8404","百和興業-KY","555499","10600021","19.50","19.50","18.95","18.95","-0.2000","233"
"1150326","8411","福貞-KY","44249","539558","12.30","12.30","12.10","12.25","-0.0500","37"
"1150326","8422","可寧衛*","11254847","337086483","30.60","30.70","29.50","29.50","-0.7000","8159"
"1150326","8429","金麗-KY","69568","483595","6.99","6.99","6.93","6.94","0.0200","150"
"1150326","8438","昶昕","1224891","80922693","66.00","67.10","65.20","65.40","-0.3000","1311"
"1150326","8442","威宏-KY","32330","1703212","52.90","53.50","52.20","52.40","0.3000","35"
"1150326","8443","阿瘦","36351","430945","11.90","11.90","11.85","11.90","0.0500","204"
"1150326","8454","富邦媒","295502","53546181","180.50","182.50","180.00","181.00","1.5000","770"
"1150326","8462","柏文","197584","28702355","143.50","147.50","143.00","145.50","3.5000","209"
"1150326","8463","潤泰材","64528","1489405","23.30","23.50","23.00","23.15","0.1500","52"
"1150326","8464","億豐","1517141","513992056","344.50","344.50","336.00","340.00","-2.5000","1764"
"1150326","8466","美吉吉-KY","47125","837807","17.70","18.00","17.60","17.70","0.0000","45"
"1150326","8467","波力-KY","21834","3340732","155.00","155.00","151.50","153.00","0.5000","33"
"1150326","8473","山林水","1065258","42992422","41.10","41.25","39.75","40.05","-1.0500","1429"
"1150326","8476","台境*","678444","13587457","20.70","20.70","19.80","19.80","-0.4500","456"
"1150326","8478","東哥遊艇","201314","33506413","165.50","170.50","162.00","162.00","-3.0000","257"
"1150326","8481","政伸","8121","341522","41.85","42.25","41.85","42.25","0.2500","9"
"1150326","8482","商億-KY","1000","49400","49.40","49.40","49.40","49.40","0.2000","1"
"1150326","8487","愛爾達-創","7196","575357","79.90","80.00","79.90","79.90","0.0000","72"
"1150326","8488","吉源-KY","1000","9910","9.91","9.91","9.91","9.91","0.0300","1"
"1150326","8499","鼎炫-KY","95209","24829054","260.50","265.50","256.00","256.00","-2.5000","443"
"1150326","8926","台汽電","1701213","79038946","46.45","46.75","46.15","46.60","0.4500","1181"
"1150326","8940","新天地","25259","470907","18.85","18.85","18.50","18.70","0.1000","43"
"1150326","8996","高力","3439060","2931570225","838.00","875.00","830.00","845.00","25.0000","6934"
"1150326","9103","美德醫療-DR","732322","3805028","5.30","5.30","5.13","5.13","-0.0100","242"
"1150326","910322","康師傅-DR","5158","133070","25.85","25.90","25.70","25.70","-0.6000","8"
"1150326","9105","泰金寶-DR","9443446","53744489","5.65","5.75","5.62","5.62","0.0300","1947"
"1150326","910861","神州-DR","647215","2942532","4.71","4.71","4.50","4.54","-0.1600","135"
"1150326","9110","越南控-DR","73000","221720","3.02","3.20","3.02","3.04","-0.1600","18"
"1150326","911608","明輝-DR","72000","211720","2.95","2.99","2.92","2.96","0.0100","19"
"1150326","911622","泰聚亨-DR","14003","55541","4.00","4.03","3.91","3.99","0.0000","11"
"1150326","911868","同方友友-DR","105010","130702","1.25","1.26","1.24","1.26","0.0100","28"
"1150326","912000","晨訊科-DR","309000","783120","2.55","2.58","2.50","2.52","-0.0300","95"
"1150326","9136","巨騰-DR","2617716","28356867","11.05","11.15","10.20","10.95","-0.1000","759"
"1150326","9802","鈺齊-KY","930906","74200915","80.20","80.50","79.30","79.90","-0.4000","1146"
"1150326","9902","台火","480293","6920321","14.60","14.60","14.30","14.30","-0.1500","338"
"1150326","9904","寶成","4427198","126935100","28.90","28.90","28.55","28.60","0.0000","2002"
"1150326","9905","大華","32359","676204","20.90","20.95","20.80","20.85","-0.0500","49"
"1150326","9906","欣巴巴","487175","21768991","43.45","45.30","42.85","45.20","1.9000","358"
"1150326","9907","統一實","2398001","43512856","18.15","18.25","18.00","18.10","0.1000","1047"
"1150326","9908","大台北","548185","16489559","29.80","30.20","29.80","30.10","0.2000","419"
"1150326","9910","豐泰","1103316","89756375","82.70","82.70","80.70","80.70","-1.3000","2228"
"1150326","9911","櫻花","1103229","98708042","91.00","91.00","88.90","88.90","-1.9000","13862"
"1150326","9912","偉聯","37029","462056","12.50","12.60","12.45","12.55","-0.0500","152"
"1150326","9914","美利達","968443","65502218","68.00","68.40","67.10","67.50","-0.1000","1059"
"1150326","9917","中保科","452026","51406329","114.00","114.50","113.50","113.50","-0.5000","3766"
"1150326","9918","欣天然","748749","36484540","47.00","50.00","47.00","49.35","1.8500","789"
"1150326","9919","康那香","301562","4710340","15.65","15.75","15.55","15.55","0.0500","351"
"1150326","9921","巨大","1543000","110103167","72.20","72.20","70.70","71.40","0.4000","1417"
"1150326","9924","福興","206227","9821400","49.50","49.50","46.75","47.00","-2.8000","1553"
"1150326","9925","新保","107740","4386776","40.85","40.85","40.65","40.75","0.0500","113"
"1150326","9926","新海","85544","4267043","49.95","50.00","49.75","49.95","-0.0500","94"
"1150326","9927","泰銘","74585","5057505","67.80","68.00","67.50","67.60","0.2000","94"
"1150326","9928","中視","80827","1419668","17.75","17.75","17.40","17.65","-0.1000","62"
"1150326","9929","秋雨","44615","551897","12.50","12.50","12.25","12.25","-0.6500","36"
"1150326","9930","中聯資源","38453","2716649","71.10","71.10","70.20","70.60","0.0000","65"
"1150326","9931","欣高","658805","26043891","38.95","40.50","38.50","39.45","1.2000","543"
"1150326","9933","中鼎","13182811","511982409","39.70","40.30","38.10","38.55","-0.8500","12357"
"1150326","9934","成霖","521085","4967313","9.53","9.66","9.42","9.51","0.0300","212"
"1150326","9935","慶豐富","104522","2064962","19.90","20.00","19.65","19.65","-0.2000","167"
"1150326","9937","全國","58167","3296334","56.70","56.90","56.40","56.60","0.0000","60"
"1150326","9938","百和","530433","25123846","47.75","47.75","47.15","47.30","-0.1500","761"
"1150326","9939","宏全","503915","60456138","120.00","120.50","119.50","120.00","0.0000","647"
"1150326","9940","信義","245403","4931179","20.45","20.45","20.00","20.05","-0.1000","178"
"1150326","9941","裕融","4283464","333983881","78.00","78.50","77.60","77.90","-0.1000","2011"
"1150326","9941A","裕融甲特","20272","1023900","50.40","50.60","50.40","50.60","0.2000","24"
"1150326","9942","茂順","72816","8346127","114.00","115.00","114.00","115.00","1.0000","66"
"1150326","9943","好樂迪","42120","2473688","59.40","59.40","58.50","58.50","-0.7000","128"
"1150326","9944","新麗","63682","1037492","16.40","16.45","16.10","16.30","-0.1000","119"
"1150326","9945","潤泰新","3860106","98230317","25.50","25.60","25.25","25.45","0.1000","2154"
"1150326","9946","三發地產","140070","2549120","18.40","18.45","18.15","18.15","-0.2000","109"
"1150326","9955","佳龍","362715","11350083","31.75","31.75","31.00","31.00","-0.7500","437"
"1150326","9958","世紀鋼","1162665","140876484","124.50","124.50","119.50","119.50","-4.5000","1462"
